id,latitude,longitude,county,county_fips,state_id,state_name,state_fips,api_request_status
USR0000ABNT,61.9358,-150.9858,Matanuska-Susitna,02170,AK,Alaska,02,OK
FIE00144102,61.9458,28.9344,,,,,,OK
GLE00147231,62.0167,-49.6667,,,,,,OK
RSM00024959,62.0167,129.7167,,,,,,OK
DAM00006011,62.02,-6.77,,,,,,OK
RSM00024768,62.033,132.6,,,,,,OK
SWE00139732,62.05,14.41,,,,,,OK
FIE00144126,62.0628,28.5692,,,,,,OK
USS0042N01S,62.07,-142.05,Valdez-Cordova,02261,AK,Alaska,02,OK
NOM00001233,62.083,9.117,,,,,,OK
SWE00139744,62.09,13.61,,,,,,OK
USC00507783,62.0911,-152.735,Matanuska-Susitna,02170,AK,Alaska,02,OK
RSM00022768,62.1,42.9,,,,,,OK
USC00503304,62.1086,-145.5331,Valdez-Cordova,02261,AK,Alaska,02,OK
CA002100301,62.1167,-136.2,,,,,,OK
NOM00001238,62.1167,9.2831,,,,,,OK
USR0000ACHC,62.1242,-141.8453,Valdez-Cordova,02261,AK,Alaska,02,OK
USS0050N07S,62.13,-150.04,Matanuska-Susitna,02170,AK,Alaska,02,OK
USR0000ACHI,62.1333,-142.0833,Valdez-Cordova,02261,AK,Alaska,02,OK
USR0000AKLA,62.1472,-144.9281,Valdez-Cordova,02261,AK,Alaska,02,OK
NOE00110860,62.1478,5.2139,,,,,,OK
RSM00024738,62.15,117.65,,,,,,OK
USW00026425,62.1592,-145.4589,Valdez-Cordova,02261,AK,Alaska,02,OK
RSM00022727,62.167,34.3,,,,,,OK
RSM00022798,62.167,49.117,,,,,,OK
SWE00139764,62.18,14.95,,,,,,OK
NOE00133726,62.1808,6.0806,,,,,,OK
FIE00143391,62.1831,22.8031,,,,,,OK
USC00500247,62.1925,-150.5033,Matanuska-Susitna,02170,AK,Alaska,02,OK
CA002100518,62.2,-133.3833,,,,,,OK
FIE00143370,62.2031,21.1731,,,,,,OK
SWE00139774,62.22,17.7397,,,,,,OK
RSM00022778,62.233,45.017,,,,,,OK
NOE00109746,62.2333,7.4167,,,,,,OK
FIE00144202,62.235,30.3494,,,,,,OK
NOE00156739,62.2881,7.2169,,,,,,OK
USW00026528,62.32,-150.095,Matanuska-Susitna,02170,AK,Alaska,02,OK
FIE00144057,62.3217,27.9108,,,,,,OK
FIE00143570,62.3275,23.5456,,,,,,OK
NOE00133650,62.3292,5.2681,,,,,,OK
FIE00143316,62.3339,21.1939,,,,,,OK
FI000002401,62.4019,25.6783,,,,,,OK
SWE00139802,62.41,13.67,,,,,,OK
FIE00143471,62.4131,22.1867,,,,,,OK
RSM00023724,62.43,60.8694,,,,,,OK
CA002204110,62.45,-114.3833,,,,,,OK
RSM00023734,62.45,66.05,,,,,,OK
RSM00025705,62.45,152.32,,,,,,OK
SWE00139814,62.4503,12.6703,,,,,,OK
NOE00133590,62.4644,6.3958,,,,,,OK
CA002204101,62.4667,-114.4333,,,,,,OK
NOE00110941,62.4789,6.82,,,,,,OK
RSM00025745,62.4831,166.2167,,,,,,OK
SWE00139822,62.49,16.28,,,,,,OK
SWE00139824,62.5,14.16,,,,,,OK
RSM00025715,62.5,155.783,,,,,,OK
FIE00144552,62.5103,24.8108,,,,,,OK
SWE00115961,62.5244,17.4408,,,,,,OK
FIE00144482,62.5344,24.2206,,,,,,OK
FIE00144951,62.5456,29.6717,,,,,,OK
SWE00139842,62.55,12.6,,,,,,OK
NOE00133746,62.5617,6.115,,,,,,OK
USR0000ACHS,62.5653,-144.6647,Valdez-Cordova,02261,AK,Alaska,02,OK
NOE00109622,62.5769,11.3517,,,,,,OK
USR0000AJAT,62.6,-142.0833,Southeast Fairbanks,02240,AK,Alaska,02,OK
FIE00144957,62.6014,29.7267,,,,,,OK
USC00507513,62.6211,-141.0061,Southeast Fairbanks,02240,AK,Alaska,02,OK
USS0050N05S,62.63,-150.78,Matanuska-Susitna,02170,AK,Alaska,02,OK
SW000002361,62.6331,17.9331,,,,,,OK
SWE00139868,62.64,18.09,,,,,,OK
FIE00144877,62.6594,29.6144,,,,,,OK
NOE00110959,62.675,8.5589,,,,,,OK
RSM00023711,62.7,56.2,,,,,,OK
USR0000ARUT,62.7097,-150.5397,Matanuska-Susitna,02170,AK,Alaska,02,OK
USR0000AREN,62.71,-146.6181,Matanuska-Susitna,02170,AK,Alaska,02,OK
CA002201903,62.7167,-109.1667,,,,,,OK
USW00096404,62.7369,-141.2083,Southeast Fairbanks,02240,AK,Alaska,02,OK
NOE00133666,62.7442,7.2617,,,,,,OK
SWE00139886,62.75,15.09,,,,,,OK
SWE00139888,62.76,13.85,,,,,,OK
FIE00145052,62.7692,30.9778,,,,,,OK
RSM00024790,62.78,148.17,,,,,,OK
FIE00144751,62.7983,27.9081,,,,,,OK
USR0000AALC,62.8167,-141.4667,Southeast Fairbanks,02240,AK,Alaska,02,OK
USR0000AFLT,62.8228,-156.6139,Yukon-Koyukuk,02290,AK,Alaska,02,OK
USC00501926,62.8256,-149.9061,Matanuska-Susitna,02170,AK,Alaska,02,OK
NOE00109737,62.8594,6.5392,,,,,,OK
RSM00022762,62.867,42.717,,,,,,OK
FIE00144782,62.8919,27.6367,,,,,,OK
RSM00025703,62.9167,152.4167,,,,,,OK
RSM00022721,62.917,34.433,,,,,,OK
FIE00144637,62.9214,26.4281,,,,,,OK
FIE00144296,62.9344,21.1883,,,,,,OK
FIE00144322,62.9367,22.4908,,,,,,OK
USR0000APAX,62.9453,-145.5014,Valdez-Cordova,02261,AK,Alaska,02,OK
USR0000ATOK,62.9572,-143.3467,Valdez-Cordova,02261,AK,Alaska,02,OK
USW00026510,62.9575,-155.6103,Yukon-Koyukuk,02290,AK,Alaska,02,OK
USW00026412,62.9614,-141.9292,Southeast Fairbanks,02240,AK,Alaska,02,OK
FIE00144306,62.9781,20.7433,,,,,,OK
FIE00144702,63.0081,27.8025,,,,,,OK
USW00056401,63.0294,-145.5003,Valdez-Cordova,02261,AK,Alaska,02,OK
SWE00136744,63.04,12.28,,,,,,OK
FIE00144212,63.0417,21.7678,,,,,,OK
SWE00139950,63.08,13.75,,,,,,OK
FIE00144557,63.0817,25.8617,,,,,,OK
FIE00144542,63.0889,24.2642,,,,,,OK
NOE00133690,63.1092,7.8156,,,,,,OK
RSM00022648,63.117,39.233,,,,,,OK
FIE00144407,63.1203,23.0469,,,,,,OK
SWE00139956,63.13,18.26,,,,,,OK
CA002202678,63.1333,-117.25,,,,,,OK
SWE00139962,63.14,16.9897,,,,,,OK
FIE00145042,63.1417,31.0475,,,,,,OK
FIE00144712,63.1431,27.3158,,,,,,OK
SWE00139970,63.15,14.37,,,,,,OK
RSM00023678,63.15,87.95,,,,,,OK
SWE00139968,63.16,16.17,,,,,,OK
SWE00100026,63.1831,14.4831,,,,,,OK
SWE00136783,63.19,12.18,,,,,,OK
USS0045O01S,63.2,-145.63,Valdez-Cordova,02261,AK,Alaska,02,OK
FIE00144882,63.2317,29.2378,,,,,,OK
CA002100693,63.25,-130.0333,,,,,,OK
RSM00024688,63.25,143.15,,,,,,OK
USR0000ADUN,63.2675,-149.5392,Matanuska-Susitna,02170,AK,Alaska,02,OK
RSM00022619,63.27,33.42,,,,,,OK
RSM00024639,63.283,118.333,,,,,,OK
USS0047O01S,63.31,-147.65,Matanuska-Susitna,02170,AK,Alaska,02,OK
USC00509314,63.3156,-143.0058,Southeast Fairbanks,02240,AK,Alaska,02,OK
SWE00140028,63.32,13.65,,,,,,OK
FIE00144982,63.3206,30.0492,,,,,,OK
USR0000ATAK,63.3253,-143.0017,Southeast Fairbanks,02240,AK,Alaska,02,OK
CA002400565,63.3333,-64.15,,,,,,OK
FIE00144862,63.3778,28.665,,,,,,OK
USR0000AINN,63.39,-158.8167,Yukon-Koyukuk,02290,AK,Alaska,02,OK
IC000004048,63.4,-20.2831,,,,,,OK
SWE00140062,63.41,19.0,,,,,,OK
NOE00111040,63.4106,10.4533,,,,,,OK
NOE00156787,63.4244,10.5333,,,,,,OK
USR0000AEIE,63.4314,-150.3094,Denali,02068,AK,Alaska,02,OK
FIE00144222,63.4353,21.0681,,,,,,OK
USR0000ATEL,63.44,-153.3567,Yukon-Koyukuk,02290,AK,Alaska,02,OK
SWE00140070,63.44,19.68,,,,,,OK
FIE00144522,63.4453,24.4478,,,,,,OK
RSM00022686,63.45,47.917,,,,,,OK
RSM00022695,63.45,48.9,,,,,,OK
USW00096408,63.4519,-150.8747,Denali,02068,AK,Alaska,02,OK
RSM00022656,63.483,41.8,,,,,,OK
USR0000AWON,63.4903,-150.8714,Denali,02068,AK,Alaska,02,OK
NOE00112071,63.5,10.89,,,,,,OK
RSM00024656,63.517,129.483,,,,,,OK
USR0000ATKL,63.5242,-150.0433,Denali,02068,AK,Alaska,02,OK
