id,latitude,longitude,county,county_fips,state_id,state_name,state_fips,api_request_status
CA003012073,53.6667,-110.5833,,,,,,OK
CA003016593,53.6667,-110.0833,,,,,,OK
CA003012275,53.6833,-112.8667,,,,,,OK
GME00129046,53.6956,8.875,,,,,,OK
RSM00029814,53.7,78.067,,,,,,OK
RSM00031300,53.7,127.3,,,,,,OK
GME00121102,53.7139,7.1525,,,,,,OK
CA003012710,53.7167,-113.1833,,,,,,OK
CA003014690,53.7167,-111.1167,,,,,,OK
CA008501100,53.7167,-57.0333,,,,,,OK
RSM00029866,53.7167,91.7,,,,,,OK
RSM00027835,53.717,40.117,,,,,,OK
RSM00029864,53.717,90.367,,,,,,OK
GME00127534,53.7344,9.8783,,,,,,OK
GME00129550,53.7458,14.0694,,,,,,OK
CA007093714,53.75,-73.6833,,,,,,OK
CA007093GJ5,53.75,-73.6833,,,,,,OK
KZ000028843,53.75,62.067,,,,,,OK
RSM00030673,53.75,119.7331,,,,,,OK
GME00129202,53.7625,12.5581,,,,,,OK
CA001085836,53.7667,-126.0,,,,,,OK
RSM00027823,53.7831,39.25,,,,,,OK
CA003063135,53.8,-118.45,,,,,,OK
GME00125554,53.8106,10.7067,,,,,,OK
CA006010735,53.8167,-89.9,,,,,,OK
CA006010740,53.8167,-89.9,,,,,,OK
KZ000029802,53.817,76.533,,,,,,OK
NLE00113706,53.8242,2.9453,,,,,,OK
GME00122482,53.8292,9.2494,,,,,,OK
BOM00026853,53.833,28.983,,,,,,OK
KZ000028873,53.833,69.783,,,,,,OK
CA003012818,53.8333,-114.5333,,,,,,OK
GME00122878,53.8431,13.6856,,,,,,OK
BOM00026832,53.85,25.317,,,,,,OK
GME00120922,53.8631,8.1275,,,,,,OK
BOM00026850,53.87,27.53,,,,,,OK
GME00121270,53.8731,8.7067,,,,,,OK
CA001096468,53.8833,-122.7667,,,,,,OK
CA001096439,53.8833,-122.6833,,,,,,OK
CA001096453,53.8833,-122.6667,,,,,,OK
USC00502587,53.895,-166.5433,Aleutians West,02016,AK,Alaska,02,OK
EIM00003973,53.91,-8.818,,,,,,OK
CA003010237,53.9167,-112.2833,,,,,,OK
CA004068559,53.9167,-106.0667,,,,,,OK
GME00129754,53.9214,10.2306,,,,,,OK
RSM00026882,53.933,32.833,,,,,,OK
RSM00030603,53.933,102.05,,,,,,OK
CA003010979,53.9333,-113.9167,,,,,,OK
CA003013921,53.95,-110.5833,,,,,,OK
CA005052890,53.9667,-101.1,,,,,,OK
CA005052880,53.9667,-101.1,,,,,,OK
CA005062040,53.9667,-97.85,,,,,,OK
RSM00030622,53.967,105.9,,,,,,OK
RSM00030683,53.967,121.933,,,,,,OK
GME00124222,53.9894,9.5694,,,,,,OK
CA003013790,54.0,-113.4667,,,,,,OK
CA003015346,54.0,-112.8833,,,,,,OK
RSM00028719,54.0,54.2,,,,,,OK
RSM00030612,54.0,103.07,,,,,,OK
GME00124486,54.0008,11.4358,,,,,,OK
GMM00010161,54.0042,11.1919,,,,,,OK
CA001064321,54.0167,-128.7,,,,,,OK
CA003015676,54.0167,-111.2667,,,,,,OK
CA004064620,54.0167,-109.1333,,,,,,OK
GME00132286,54.0206,9.9267,,,,,,OK
CA001098D90,54.0333,-124.0167,,,,,,OK
CA00106D289,54.05,-128.6833,,,,,,OK
CA001064320,54.05,-128.6333,,,,,,OK
GME00129418,54.0681,12.7689,,,,,,OK
GME00121666,54.0708,9.0114,,,,,,OK
GME00123058,54.0731,12.3256,,,,,,OK
GME00127222,54.0906,10.8783,,,,,,OK
GME00102220,54.0978,13.4075,,,,,,OK
RSM00028748,54.0994,61.5994,,,,,,OK
CA003060535,54.1,-114.45,,,,,,OK
RSM00027707,54.1,35.3164,,,,,,OK
RSM00032509,54.1,159.98,,,,,,OK
GME00131470,54.1064,13.8258,,,,,,OK
NLE00113688,54.1167,4.0119,,,,,,OK
RSM00027760,54.133,45.233,,,,,,OK
CA003016852,54.1333,-111.9167,,,,,,OK
CA00406N0NM,54.1333,-108.5167,,,,,,OK
CA001056869,54.1667,-131.6667,,,,,,OK
CA001063496,54.1667,-130.3667,,,,,,OK
GME00102169,54.1667,6.35,,,,,,OK
GME00121282,54.1667,7.45,,,,,,OK
GME00131158,54.1667,10.3539,,,,,,OK
PLM00012160,54.167,19.433,,,,,,OK
RSM00028799,54.167,74.8,,,,,,OK
GME00102177,54.1764,7.8931,,,,,,OK
GME00102212,54.1817,12.0819,,,,,,OK
CA001072692,54.2,-126.2833,,,,,,OK
RSM00028797,54.2,72.967,,,,,,OK
RSM00029789,54.22,96.97,,,,,,OK
EIM00003976,54.233,-10.0,,,,,,OK
RSM00027719,54.233,37.617,,,,,,OK
RSM00027799,54.233,49.6,,,,,,OK
GMM00010097,54.2456,13.9125,,,,,,OK
CA001054503,54.25,-133.0667,,,,,,OK
CA001054500,54.25,-133.05,,,,,,OK
GME00131254,54.2503,13.0431,,,,,,OK
