id,latitude,longitude,county,county_fips,state_id,state_name,state_fips,api_request_status
ASN00027054,-10.0511,143.0686,,,,,,OK
FP000091925,-9.8,-139.033,,,,,,OK
ID000097340,-9.667,120.333,,,,,,OK
BR038983570,-9.517,-35.783,,,,,,OK
BPW00080601,-9.4333,160.05,,,,,,OK
BP000091517,-9.417,159.967,,,,,,OK
AO000066160,-8.85,13.233,,,,,,OK
IDM00097240,-8.75,116.267,,,,,,OK
IDM00097230,-8.749,115.167,,,,,,OK
IDM00097300,-8.641,122.237,,,,,,OK
IDM00097270,-8.54,118.687,,,,,,OK
TV000091643,-8.517,179.217,,,,,,OK
IDM00097260,-8.489,117.412,,,,,,OK
ID000097980,-8.467,140.383,,,,,,OK
PEM00084515,-8.378,-74.574,,,,,,OK
IDM00097310,-8.267,122.967,,,,,,OK
BR000082861,-8.25,-49.28,,,,,,OK
IDM00096987,-8.217,114.383,,,,,,OK
IDM00097320,-8.217,124.567,,,,,,OK
PEM00084501,-8.081,-79.109,,,,,,OK
ID000097900,-7.983,131.3,,,,,,OK
ID000096805,-7.733,109.017,,,,,,OK
IDM00096935,-7.38,112.787,,,,,,OK
BR038484280,-7.217,-35.883,,,,,,OK
IDM00096933,-7.217,112.717,,,,,,OK
IDM00096937,-7.217,113.717,,,,,,OK
IDM00096973,-7.05,113.967,,,,,,OK
IDM00096839,-6.973,110.375,,,,,,OK
IDM00096837,-6.967,110.417,,,,,,OK
TZ000063894,-6.867,39.2,,,,,,OK
IDM00096797,-6.85,109.15,,,,,,OK
PEM00084452,-6.787,-79.828,,,,,,OK
IDM00096791,-6.75,108.267,,,,,,OK
IDM00096751,-6.7,106.933,,,,,,OK
PE000084455,-6.5,-76.367,,,,,,OK
IDM00096739,-6.293,106.57,,,,,,OK
TZM00063870,-6.222,39.225,,,,,,OK
ID000096745,-6.183,106.833,,,,,,OK
CGM00064247,-6.167,23.617,,,,,,OK
TZ000063862,-6.167,35.767,,,,,,OK
IDM00096749,-6.126,106.656,,,,,,OK
IDM00096737,-6.117,106.133,,,,,,OK
IDM00096741,-6.1,106.867,,,,,,OK
IDM00097876,-6.1,140.3,,,,,,OK
ID000096925,-5.85,112.633,,,,,,OK
BRM00082533,-5.811,-61.278,,,,,,OK
IDM00097810,-5.683,132.75,,,,,,OK
TV000091631,-5.667,176.133,,,,,,OK
CGM00064206,-5.517,13.583,,,,,,OK
IDM00097192,-5.467,122.617,,,,,,OK
BRM00082562,-5.369,-49.138,,,,,,OK
IDM00096295,-5.242,105.179,,,,,,OK
PEM00084401,-5.206,-80.616,,,,,,OK
TZ000063832,-5.083,32.833,,,,,,OK
IDM00097182,-5.067,119.55,,,,,,OK
IDM00097180,-5.062,119.554,,,,,,OK
BR037041370,-5.05,-42.817,,,,,,OK
CF000004400,-4.82,11.9,,,,,,OK
IDM00097796,-4.717,136.433,,,,,,OK
SE000063980,-4.667,55.517,,,,,,OK
PEM00084390,-4.577,-81.254,,,,,,OK
CGM00064210,-4.386,15.445,,,,,,OK
CF000004450,-4.25,15.25,,,,,,OK
COM00080398,-4.193,-69.943,,,,,,OK
CF000004401,-4.18,12.67,,,,,,OK
ID000097146,-4.1,122.433,,,,,,OK
ID000097686,-4.067,138.95,,,,,,OK
ECM00084270,-4.033,-79.2,,,,,,OK
KE000063820,-4.033,39.617,,,,,,OK
IDM00097780,-3.917,136.367,,,,,,OK
IDM00096253,-3.864,102.339,,,,,,OK
IDM00097748,-3.8,130.833,,,,,,OK
PE000084377,-3.783,-73.3,,,,,,OK
ID000097724,-3.7,128.083,,,,,,OK
CF000004405,-3.68,13.35,,,,,,OK
IDM00097760,-3.645,133.696,,,,,,OK
PEM00084370,-3.553,-80.381,,,,,,OK
CFM00064403,-3.483,12.617,,,,,,OK
IDM00096685,-3.442,114.763,,,,,,OK
